// Paste after line 10825 in ItemInfo.txt, or use: python append_iteminfo_gbk.py
10831	1级小叶子的化妆盒一千连	xyzhzh01q	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10801q	0	0	0	0	0	0	1级小叶子的化妆盒一千连开,祝您好运连连!
10832	2级小叶子的化妆盒一千连	xyzhzh02q	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	100000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10802q	0	0	0	0	0	0	2级小叶子的化妆盒一千连开,祝您好运连连!
10833	3级小叶子的化妆盒一千连	xyzhzh03q	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	200000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10803q	0	0	0	0	0	0	3级小叶子的化妆盒一千连开,祝您好运连连!
10834	4级小叶子的化妆盒一千连	xyzhzh04q	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	400000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10804q	0	0	0	0	0	0	4级小叶子的化妆盒一千连开,祝您好运连连!
10835	5级小叶子的化妆盒一千连	xyzhzh05q	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	800000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10805q	0	0	0	0	0	0	5级小叶子的化妆盒一千连开,祝您好运连连!
10836	6级小叶子的化妆盒十连	xyzhzh06x	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10806x	0	0	0	0	0	0	6级小叶子的化妆盒十连开
10837	7级小叶子的化妆盒十连	xyzhzh07x	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10807x	0	0	0	0	0	0	7级小叶子的化妆盒十连开
10838	8级小叶子的化妆盒十连	xyzhzh08x	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10808x	0	0	0	0	0	0	8级小叶子的化妆盒十连开
10839	9级小叶子的化妆盒十连	xyzhzh09x	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10809x	0	0	0	0	0	0	9级小叶子的化妆盒十连开
10840	10级小叶子的化妆盒十连	xyzhzh10x	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_10810x	0	0	0	0	0	0	10级小叶子的化妆盒十连开
